Pair	WNT5A:FZD6	NRG1:NETO2	EFNB1:EPHB2	EPHB2:EFNB3	WNT2:FZD4	VEGFA:EPHB2	CXCL12:CXCR4	CXCL12:ACKR3	CER1:MRC2	BMP8B:PLAUR	APLN:APLNR	WNT7B:FZD4	L1CAM:L1CAM	CKLF:LRP6	SIRPA:CD47	WNT2:FZD1	JAG1:NOTCH3	CXCL12:DPP4	DLL1:NOTCH1	COPA:SORT1	GRN:SORT1	VEGFA:NRP1	JAG1:NOTCH1	WNT7B:FZD1	PTN:PLXNB2	EFNA1:EPHA4	DLL1:NOTCH3	FGFR2:FGFR3	SEMA4G:PLXNB2	LEFTY2:TDGF1	LEFTY1:TDGF1	EPHA4:EFNB3	VEGFA:GRIN2B	APELA:APLNR	GAS6:MERTK	FN1:a3b1 complex	LAMC1:a7b1 complex	WNT2:FZD3	FGF3:FGFR3	SEMA6D:PlexinA1 complex1	NECTIN3:PVR	ERBB3:NRG1	NRG1:LSR	DLK1:NOTCH1	FGF3:FGFR4	FN1:aVb5 complex	L1CAM:a5b1 complex	EFNA1:EPHA2	EFNA5:EPHB2	FGFR1:NCAM1	EPHB2:EFNB2	SEMA3F:NRP2	FGF3:FGFR2	BMP7:SLAMF1	IGF2:IGF1R	WNT2:FZD2	DSC2:DSG2	GRN:TNFRSF1A	NRG1:LGR4	DLL3:NOTCH3	BMP2:BMR1A ACR2A	EFNB1:EPHB3	EPHB3:EFNB3	DLL3:NOTCH1	PTN:PTPRS	TIMP1:FGFR2	BMP7:BMPR1A BMPR2	WNT3:FZD1	PLXNB2:SEMA4D	EFNB1:EPHA4	PLXNB2:SEMA4C	VEGFA:KDR	WNT5A:FZD1	TNFSF12:TNFRSF12A	FGFR3:EPHA4	PROS1:TYRO3	VEGFA:FLT1	DLL1:NOTCH2	FGFR3:NECTIN1	JAG1:NOTCH2	DLK1:NOTCH2	FGF5:FGFR3	EPHB4:EFNB3	DLK1:NOTCH3	VEGFA:FLT1 complex	WNT5A:FZD3	BMP7:ACVR 1A2B receptor	NECTIN3:NECTIN2	WNT5A:FZD5	BMP7:PTPRK	BMP7:ACVR1 BMPR2	FGF3:FGFR1	FN1:a5b1 complex	FGFR4:EPHA4	FGFR2:NECTIN1	FN1:aVb1 complex	BMP7:ACVR 1A2A receptor	WNT5A:FZD2	BMP7:BMR1A ACR2A	IGF2:IGF2R	IGF2:IDE	TGFB1:TGFBR3	EFNA1:EPHA1	VEGFB:FLT1	VEGFB:FLT1 complex	NODAL:NODAL receptor	EFNB1:EPHB4	BMP2:BMPR1A BMPR2	GAS6:TYRO3	FAM3C:LAMP1	FGF10:FGFR2	EFNA2:EPHA4	EFNA5:EPHA4	FGFR2:XPR1	FGF8:FGFR3	WNT5A:ROR2	WNT5A:PTPRK	FGF5:FGFR4	ADGRL1:NRG1	FGF10:FGFR1	DLL3:NOTCH2	FGF5:FGFR2	VEGFB:NRP1	FGFR2:EPHA4	VEGFA:NRP2	NECTIN3:NECTIN1	TTR:DDR1	PLXNB1:SEMA4D	JAM3:JAM3	BMP4:BMR1A ACR2A	LAMC1:a6b1 complex	BMP4:BMR1A AVR2B	BMP4:BMPR1A BMPR2	EFNB2:EPHB4	FGF8:FGFR4	BMP2:SMO	EFNA4:EPHA4	EFNA3:EPHA4	RSPO3:LGR4	BMP2:BMR1A AVR2B	FGF8:FGFR2	PDGFA:PDGFRA	EFNB2:EPHA4	EFNA3:EPHA2	EFNB2:EPHB3	EFNA4:EPHA2	BMP7:BMR1A AVR2B	FGFR1:FGFR2	FAM3C:CXADR	EFNA2:EPHA2	EFNA3:EPHA1	EFNA5:EPHA2	WNT3:FZD7	MDK:LRP1	MDK:SORL1	FGF5:FGFR1	EFNA4:EPHA1	FGF8:FGFR1	EFNA5:EPHA1	CADM1:NECTIN3	EFNA2:EPHA1	CADM1:CADM1
EFNB1:EPHB3	1	0.9164254703328509	0.7510766580534023	1	1	0.856139279169212	1	1	1	1	0.7593057298201589	1	1	0.8024755028365137	1	1	1	1	1	0.5027981335981165	0.6399718592486401	0.6937355112445573	1	1	1	1	1	1	1	1	1	1	0.8802884615384615	1	1	1	0.8775968556990454	1	1	1	1	1	0.8429718875502008	0.7420407501235788	1	1	1	1	1	1	1	1	1	0.9319681456200227	0.4920471145712907	1	1	0.7016054717383179	0.8150327915597376	1	1	0	1	1	1	1	1	1	0.7729698035766637	0.4559358155477383	0.780155121063649	0.8844899392844597	1	0.8579903147699758	0.7804891828877564	0.7771120455376048	0.6164239552666722	1	0.7671631578760101	1	0.7399865561775466	1	0.9367871641213996	0.7772490669485088	0.6164239552666722	1	1	0.8829329102447869	1	0.9230088495575222	1	1	1	0.8068200519512868	0.9531358885017421	1	0.9579118497109826	1	0.9579118497109826	0.4358197077650437	0.45408122652359706	1	1	0.8406234477544363	0.8406234477544363	1	0.2172889928232932	1	1	1	1	1	1	0.9141097164109717	1	1	1	1	1	1	1	1	0.8886414358892446	0.8697359752573578	0.7242070828910524	0.8478046233396327	0.984511723815624	1	1	1	0.7909880627694906	1	1	1	1	0.8606851527552197	0.9444980088031859	1	1	0.8677037909771314	1	1	0.8982114049347515	1	0.974117403457915	1	0.8411247315231588	0.9381760965056055	0.6660495231817246	1	1	1	0.9005938657506006	1	1	1	0.9586681974741676	1	1	1	1	1
EPHB3:EFNB3	1	1	1	0.7556306306306306	1	1	0.8637454981992797	1	1	1	1	1	0.7952646239554317	1	1	0.8168466522678186	0.8156521739130435	1	0.8501766784452297	1	1	1	0.8466546112115733	0.9004191114836546	1	0.8430647291941875	0.8207188160676532	1	1	0.9862158647594278	0.9837104072398191	0.7139877421905891	1	0.6856266251781575	1	1	1	0.8350194552529183	1	0.9507263219058686	1	1	1	0.9015151515151515	1	0.9855369081730113	0.8837719298245613	1	1	0.6061987040291476	0.8580362726704189	0.8997792494481236	1	1	1	0.899621212121212	1	1	1	0.740257048092869	0.9358376748012065	1	0	0.7452870908284921	0.8718238283455675	1	0.8998819362455726	0.7504771733581906	1	1	0.9092847451056406	0.8239700631931146	0.762897699461576	1	0.9031055900621119	1	0.9066241021548284	0.9030857142857143	1	0.9010270774976658	1	1	0.45626735414194936	0.9044897959183673	0.9066241021548284	0.7467297969665356	0.8950495049504951	1	0.9232995658465991	0.9192073170731707	0.8950495049504951	0.9656067488643738	0.9894757744241461	0.9256670902160101	0.938125	0.989047323827237	0.9089347079037801	0.8283500398038146	0.9089347079037801	1	1	0.9275956284153005	0.8914285714285715	0.6839612382117936	0.6839612382117936	0.9295180722891566	1	0.9450704225352112	0.8857308584686775	1	1	0.722449305738652	0.7520969846118459	0.9480314960629921	1	0.818792414241889	0.9426174042495601	1	1	0.9028698986403495	0.9461928934010153	1	0.7221888484354612	0.9595092024539877	0.8820741647523476	0.9391067068792188	1	1	0.746687863430348	0.8837715991789514	0.9509844993715961	0.9192016833853061	0.8871472385401183	0.8651149405083587	1	0.9303020343446295	0.8691098477091116	0.9237125834699076	0.9280799449538347	0.9358630895429089	1	0.8256926980143758	0.8429615640191656	0.9027120161149295	0.8661634766414431	0.896483379501385	0.9095526195356511	1	0.9669301859481126	0.9415333701047988	0.9173685659234793	0.8806434403624099	0.8965262425129288	0.9857912374956039	1	0.9482077451151374	0.9179745596868885	0.9536755664885359	0.8452324494680726	0.918511072188186	0.8333647697298552	0.8770057993482033
DLL3:NOTCH1	1	1	1	1	1	1	1	1	1	0.8708791208791209	1	1	0.8891402714932126	1	1	0.6338236547870802	0.8701570680628272	1	0.6159010392064241	1	1	1	0.6276701400029019	0.7786416334707655	1	0.8326169405815425	0.8656370656370657	1	1	0.9680297397769516	1	0.8015625	1	1	1	0.9700461754667737	1	0.852322738386308	1	0.6505359606998952	1	1	1	1	0.8945433983601921	0.9310049650971223	0.8552631578947368	1	1	0.6938913992727495	1	1	0.9354112554112555	1	1	0.8373015873015873	1	1	1	0.7098793081995769	1	1	0.7452870908284921	0	1	0.9156871609403254	0.8764733616218765	0.6942122017882791	1	1	1	0.8460101185017529	0.6941459165590365	1	1	1	1	0.8729817007534983	1	0.8752339363693075	1	1	0.9037825927286082	1	1	0.8578316572530652	0.9094561186650185	1	0.8796482412060301	0.884375	0.9094561186650185	0.8559705153523944	0.9513550507300425	1	0.9329416531604539	0.9504949765822023	0.7545074314447532	0.8947797716150081	0.7545074314447532	1	1	0.8754826254826255	0.7555742153748798	0.8772189349112426	0.8772189349112426	1	1	1	1	1	0.9405388171528775	0.7778619736896367	0.8920276208411801	0.8931834774636089	1	0.8926742373636161	0.7850645161290323	1	1	0.8394465102070203	0.7997193100641377	0.9563487419543593	0.9134065934065934	0.955896069287142	0.9037313432835822	0.9183079460560784	1	0.8272580827202676	0.7037271750958032	0.6915442533568364	1	0.7142816891219689	0.8202673292295553	0.7849205554851985	0.9577097505668934	0.9335394126738795	0.8849117533233918	0.8909344911678718	0.8909869742416912	0.8711044377711045	0.9428802781368537	0.9004764577416392	0.8723280130398384	0.7162454325508175	0.6939142308165103	0.9112023770972457	0.721518764262827	0.9488588752041114	0.936718649611588	0.8741495378408211	0.7666821248145794	0.9503649635036496	0.8876324045835823	0.9908862100940522	0.9931534508076358	0.923347968588367	0.9298862326403281	0.9491104403583348	0.9013510755373585	0.8155737362097862	0.7742095850240355	0.8517713431874091
PTN:PTPRS	1	1	1	0.78125	1	1	0.8423728813559321	0.8619456366237482	1	1	1	1	1	1	1	1	1	0.9534097767048884	1	1	1	1	1	1	0.8872992700729927	1	1	1	1	1	1	1	1	0.8774972557628979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8346007604562738	0.907185628742515	0.6265291171413621	0.6877969936964603	1	1	1	1	1	1	1	1	1	1	0.8718238283455675	1	0	0.7092950692149089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9684717797925345	0.8600156698876991	1	1	1	1	0.9595896147403685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.91270337922403	0.91270337922403	1	1	1	1	1	1	0.8484583735376452	0.8590318850227445	1	0.9687853792657286	1	1	0.9067716706829105	0.9445879988515647	1	1	0.9311107373395107	0.837351488672076	1	1	0.9263274951348346	1	0.8257409004657582	0.7595063334493608	1	1	1	1	1	0.9166225655687014	1	0.9662203552988535	0.9587033272707821	1	1	0.9380476988368227	0.9262377250842752	0.8970415894395387	1	0.9502700689141368	1	1	0.9229055128176464	1	0.870465891100996	0.9498817966903074	0.891501471486479	0.9131866844014199	0.9847844218892482	0.9791054551391054	0.913746165117131	0.9617052023121387	0.9103433102356109	0.793350518351856	0.8757066732422474	0.7863220771163179	0.8957983927376146
TIMP1:FGFR2	1	1	1	1	1	1	1	0.8624641833810889	1	1	1	1	1	1	1	0.9112663755458514	1	0.8823010138928171	0.9234119782214156	1	1	1	0.9272727272727274	1	0.7265792940850149	1	1	1	1	1	1	1	1	1	1	0.9351882160392799	1	1	1	0.8997476871320437	1	0.8404423380726698	1	1	0.8416813985464545	0.9471812199893295	1	1	1	1	0.6836815738025416	0.6997549669710634	0.8784281620957839	1	1	1	1	1	1	1	1	1	1	0.9156871609403254	0.7092950692149089	0	1	0.904975922953451	1	1	1	1	0.9010585892464101	1	1	1	1	1	1	1	1	0.9264715230104246	1	1	1	1	1	0.9597652975691534	1	1	1	0.8978211009174312	0.9601092406876791	1	1	0.96044921875	0.9378161888701517	1	0.9378161888701517	1	1	1	1	1	1	1	1	1	1	0.9907015282636715	0.8964435146443515	0.9457167090754877	0.9495069033530572	1	0.9301643676588348	1	0.9145181092694905	0.8301649585252706	0.8793195823065587	0.9080654942389327	0.928386167146974	0.7369147295045321	0.9341337907375642	1	1	1	1	0.793736319823926	0.9048642073986551	0.9557030405926841	1	0.930525784894717	1	1	0.7409642640360397	1	0.9663571053092693	0.9588600814227555	0.9234207133648474	0.9365143755387658	0.8102386214079843	0.9336801386688615	0.9617377441211639	0.9357466063348416	0.9126920481635402	1	0.9449261083743842	0.7762883003632602	1	0.8263411214450257	0.9433613083709921	0.8990893847613738	0.9514632405424697	0.9923709477269418	0.9524242993085269	0.8470342668857502	1	0.8657214887050432	0.8235354701202904	0.844220766449315	0.8137454068883034	0.86507329002187
BMP7:BMPR1A BMPR2	0.7576470588235295	1	1	1	0.7711538461538462	1	1	1	1	1	1	1	0.8638888888888889	1	1	0.8440993788819876	0.8452418096723869	1	0.8104417670682731	1	1	1	0.8141689373297003	1	1	1	0.8403669724770643	1	0.8688073394495414	0.97517764092847	1	0.8255271920088789	1	1	1	1	1	0.8261870503597123	0.6758179351921628	0.91735015772870665	0.3651363887825014	1	0.9429824561403509	1	0.7523207126948775	0.9741464377343596	0.27373060855077747	1	1	0.8790397045244691	1	1	0.7280241716206286	1	1	0.6774812404890591	0.930817610062893	0.9035087719298245	0.8390596745027125	0.862563385207204	1	1	0.8998819362455726	0.8764733616218765	1	1	0	0.8653648509763617	0.9068252158331976	0.9460987561251414	1	0.9379979490415714	0.8697381504806099	0.9398274773827057	1	0.8699319727891156	1	0.4345104305808733	1	0.4321529642441694	0.9144353029169784	1	0.8857142857142858	1	1	0.8771491090965926	0.31751763733158683	0.836188739061516	0.5915374743593125	0.5596304414618752	0.31751763733158683	0.7061290168310571	0.9219395250595256	1	1	0.9191797668412601	0.5628660651563447	0.7619563288194294	0.5628660651563447	0.9745822964806257	0.9733606557377049	0.5880341752936623	1	0.8897306397306397	0.8897306397306397	1	0.9539304123711341	1	1	0.9632675769193924	0.7997214444476518	0.7981058446240501	0.7981058446240501	1	0.8678018182853668	0.7767229064039409	0.6797497128573294	1	0.7657978637808264	0.9340050377833753	0.6933448036312458	1	0.7840364740520439	1	0.8333775827505328	0.8045440979183309	0.9989685814027293	0.9372361384745286	0.9135978894140926	0.7126027432761023	1	0.9345654345654346	0.6699592485886352	0.7115815286859102	0.90737280819799	0.944064901793339	0.8816081216956958	0.8200116088776439	0.8342832437480493	0.9481906268538659	0.9083565074634289	0.8853595281020513	0.8720989656987898	0.7946220821538365	0.8544711064060592	0.9316976127320955	0.7939999438628664	0.8802263097300423	1	0.7737976241598471	0.8191552684277255	0.791298728833593	0.8096211335367094	0.9745037435440534	0.9836765822408919	0.9673804780876494	1	0.9090732238321196	0.8427389145173841	0.8541122559325037	0.8426344663592273	0.9092178762112758
WNT3:FZD1	1	1	1	1	1	1	1	1	1	1	1	1	0.875	1	1	0.6366931944283419	0.8560232220609579	1	0.6162897882759614	1	1	1	0.6277637019862801	1	1	1	0.8512820512820513	1	1	0.9723554301833568	0.9781818181818182	0.5961291224624115	1	0.824793388429752	1	0.9648456057007125	0.8753146176185866	0.8374158815612383	1	0.6861144515861497	1	1	1	0.8789954337899544	0.8816	0.931200986280011	0.8422939068100358	1	1	0.8700265251989391	1	1	0.9258517034068136	1	1	0.842443729903537	1	1	1	0.8599504541701073	0.8041236997690661	1	0.7504771733581906	0.6942122017882791	1	0.904975922953451	0.8653648509763617	0	0.8996728462377318	1	0.8893335653384374	0.8641192264739136	0.18549660178370586	1	0.8826135105204873	1	0.8864285714285715	0.8618266978922716	1	0.8641073551894004	1	1	0.719103840682788	0.8841107871720116	0.8864285714285715	0.7153809264075424	0.9002043596730245	1	0.8801630434782609	0.8754237288135593	0.9002043596730245	0.8556126690409359	0.9513735847782957	0.9087256027554536	1	0.9506719416323726	0.7555957221683391	0.763457046862781	0.7555957221683391	1	1	0.8852757544224766	1	0.7464229187495615	0.7464229187495615	0.8043596259814455	1	0.834377520919133	0.904368932038835	1	0.86424698504092	0.9007092198581561	0.7972325802442056	1	1	0.7937968992282554	0.7841108891108891	0.9611744136974738	1	0.6258640939465939	0.7987851581561907	0.9169309896040533	0.7875834328299262	1	0.721597185518784	0.9112001687407719	0.9988278484284251	0.9281644785731978	0.8244768802228413	0.8311789207178879	0.8668015247336047	0.8333853477915895	0.9152542372881356	0.9261363636363636	0.9023699276129752	0.8254252831358396	0.883881095603997	0.9488339714584059	0.74576184211647	0.7520527892303555	0.941348900519956	0.8805872631538492	0.9347005256533649	0.8639917254607877	0.8548798969462758	0.9393013933956862	0.8727456554620225	0.9228167577312987	0.9626320064987814	0.8749439445125415	0.8848554753839146	0.7850818805199716	0.8332454909292846	0.9853047688472748	0.9848846731581865	0.8692728426164783	0.8956812153892445	0.8946739260511761	0.7566047148998317	0.8998506023801711	0.9019744853669683	0.8108292290516225
PLXNB2:SEMA4D	1	1	0.832374928119609	1	1	0.7765654648956357	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8678004535147392	0.8143312101910828	1	1	1	1	1	1	1	0.8008496176720475	1	1	1	0.8157261794634598	1	1	1	0.5458763030836467	1	1	1	0.8541071994925468	1	0.900354071825999	0.8565254969749351	1	1	1	1	1	1	1	1	1	0.8869992441421012	0.8277164488755819	1	0.882947118241236	0.8476411446249034	0.7192026364440157	1	0.871987951807229	0.7729698035766637	1	1	1	1	0.9068252158331976	0.8996728462377318	0	0.7848059351617328	0.8583786455758774	1	0.9397499052671466	0.8984623314148269	1	0.7861298853952395	0.8688046647230321	1	0.8914893617021277	1	0.8659863945578231	1	1	0.8609587407584068	0.8688046647230321	1	0.9358490566037736	1	1	1	0.9358490566037736	1	1	1	0.9210680751173709	1	1	1	1	0.7863869820818857	0.7934353708325769	1	1	1	1	0.878966639544345	0.6651810477660217	0.8886601796407185	1	0.9751220744233036	0.9181286549707602	1	1	1	1	1	1	0.9375131274942239	1	0.9119170984455959	1	0.9584206848357791	1	1	0.6353618955137093	0.923759507424846	0.9880043722124363	1	1	1	0.6974662226911797	1	1	1	0.9367155924271432	0.8398840283602967	1	1	0.9300164667137144	0.8683644746826912	0.9604414600093079	1	1	1	0.9576880764999577	1	0.8690132028611839	0.876052052230934	0.8070358393007977	1	1	0.954424778761062	0.9342021430640023	1	0.9892575039494471	0.971383224317045	0.8728531786836655	0.967750677506775	0.9605929139551699	1	1	0.9446788560712611
EFNB1:EPHA4	1	0.9311680572109654	0.7580577647551276	1	1	0.8617957746478874	1	1	1	1	0.7692593970971343	1	1	0.834485738980121	1	1	1	1	1	0.5350528213049186	0.6716235746091316	0.7446316513175675	1	1	1	1	1	1	0.8709251101321586	1	1	1	0.8849220103986136	1	1	1	1	1	1	1	0.9092702169625246	1	0.6280522599548489	0.8976692209450831	1	1	1	1	1	1	1	1	1	0.9349434290687554	0.7147025493897884	1	0.8432385874246339	0.5022510429206426	0.7065963191754061	1	1	0.4559358155477383	1	1	1	1	0.9460987561251414	1	0.7848059351617328	0	0.8003983191854142	0.8684605245216126	1	0.7001047760180983	0.8160849542720151	0.6775913692195267	0.6634970737401648	1	0.797738973800002	1	0.593725703882059	1	0.9473345144145595	0.7973858973357971	0.6634970737401648	1	0.9644351464435147	0.8999418829910887	1	0.9369565217391305	0.9644351464435147	1	1	0.8377965644088962	0.9552263648468708	1	0.9653273809523809	1	0.9653273809523809	0.3950394310396469	0.4068459410250996	1	1	0.867765106590489	0.867765106590489	1	0.24721445823480023	1	1	0.9532532684706598	1	1	1	0.9281931691201477	1	1	1	1	1	1	1	1	0.9083516583516583	0.891821489157316	0.7662922741361043	0.8674247622179169	0.9826826082029374	1	1	1	0.8796152699075455	1	1	1	1	0.8726018479846964	0.9539157674904282	1	1	0.8786712452125985	1	1	0.9152150380609209	1	1	1	0.9018915865165211	1	0.7905625060604615	1	1	1	0.9096873351458072	1	1	1	0.9601990049751243	1	1	1	1	1
PLXNB2:SEMA4C	1	0.8552631578947368	0.8342972816657027	1	1	0.7744252873563219	1	1	0.8638069705093834	1	0.8431101272827892	1	1	1	1	1	1	1	1	0.6705782214090615	0.533419798111888	0.8076923076923077	1	1	1	1	1	1	1	1	0.8490813344645259	0.8190647482014388	0.5635442988384165	0.8208562019758506	1	1	1	1	1	1	1	1	1	0.6226192333859724	1	1	1	1	0.8862948551664505	1	1	1	1	0.8857033639143731	0.8470832994088824	1	1	0.852803738317757	0.8683562126011967	1	0.8903781192110712	0.780155121063649	0.9092847451056406	1	1	1	1	0.8893335653384374	0.8583786455758774	0.8003983191854142	0	0.8347338048420455	0.9323650552785605	1	0.6817219498042325	0.7805045165594894	0.4292385939404853	1	0.57670009036973	1	0.8722397476340694	1	0.7583308397098847	0.02818579630474166	0.4292385939404853	0.8167147827374343	1	1	1	1	1	1	1	0.7238760939300508	0.8122409415537158	1	0.9271875	0.734138911826773	0.9271875	0.8777019576438722	0.8850933298998037	1	1	0.7316086811487714	0.7316086811487714	0.7358284077962395	0.8163967229069674	0.7757811073825619	0.8199581371009943	1	1	1	0.8943499264860324	1	1	0.8647503538128538	1	1	1	0.8295164305345314	1	1	0.818473550011015	0.9134	0.8159109614665171	0.7341648443218209	0.995716409134241	1	1	1	0.5688351528957533	1	1	1	1	0.6682781487361539	0.9371367868524652	1	0.8690424569768322	0.7100911461481467	1	0.9274745872684017	0.9309262166405023	1	1	0.8364394079924323	0.8528581242504446	1	0.8220418114161024	1	0.9373695198329854	0.8859313580370403	0.7037974238682027	0.9804387330316079	0.9906831728564878	0.9474659179824205	0.7998191209491621	0.9410281655745657	0.8985547994236215	1	1	0.9005357629421273
VEGFA:KDR	1	0.9400622729631551	1	1	1	1	1	1	1	1	0.7888283378746594	1	0.953035143769968	1	1	0.9398442180946673	0.9404561824729892	1	0.9200902934537247	0.8392101551480959	0.8915341641598624	0.9054479963980189	0.9224559408754974	0.8414860681114551	1	0.8991780821917809	0.9378201310303753	1	1	0.9229138352813264	0.9122946175637393	0.7269521676148222	1	0.916564417177914	1	1	1	0.929767441860465	1	0.8062179706183805	1	1	1	0.7843037863577017	1	0.9224119063252353	0.9272326350606394	1	1	0.7400379506641366	1	1	1	1	0.8623488353218084	0.9141361256544503	1	0.9009531703273933	1	0.8736043080861003	0.9020130972592773	0.8844899392844597	0.8239700631931146	0.8460101185017529	1	1	0.9379979490415714	0.8641192264739136	1	0.8684605245216126	0.8347338048420455	0	0.8866360146393286	1	0.8457026434057043	0.9640648011782033	0.8306746473153592	0.9355543418896778	0.9627838827838827	0.9371365707999371	0.9164431730138863	1	0.8113232525411321	0.8413587441731192	0.8306746473153592	0.8709512570765994	0.9571887784921099	1	0.9368740115972588	0.9403866809881848	0.9571887784921099	0.8790498725882782	0.9432073053508491	0.8553134290218753	0.900462962962963	0.9413564929693962	0.9063648296898477	0.846354363691086	0.9063648296898477	0.8900129701686121	0.890382626680455	0.932920536635707	0.9642184557438794	0.762713696182928	0.762713696182928	0.9305037313432836	0.8963583016914048	0.9126733921815889	0.9717765042979942	1	1	0.8643621282217853	0.8645218062064377	0.9075182967398536	1	0.9119720749164699	0.9332346653510935	1	1	0.8445113895699767	0.9422266800401203	1	0.8529212269009313	0.8522399264531721	0.7705492486525534	0.9226352995048795	1	1	0.9196967281055588	0.8699419801609583	0.8985625408814084	0.8365327485563487	0.8670200879919676	0.9140473901983256	1	0.7847434271997382	0.8085090612045682	0.8731203037941436	0.8813670578517878	0.8049331750034562	1	0.7977014755557039	0.8420063346079115	0.8978316218677688	0.9284666393283679	0.9033953948210103	0.8558025351414354	1	0.8791727215211356	0.9746436857805767	0.9116396369064477	0.950489096408596	0.845111302878218	0.9499517194571147	1	0.8839060240985059	0.9219804003634869	0.8872887138381796	0.9583613815164513	0.9157150010939787	0.9599086986869289	0.8737608457936684
WNT5A:FZD1	1	1	1	1	1	1	1	1	1	1	1	1	0.8806818181818181	1	1	0.6507633149678604	0.8616457461645746	1	0.6304675783522413	1	1	1	0.6417449788096554	1	1	1	0.856986301369863	1	1	0.9707286628179123	0.9889908256880734	0.6580187448572059	1	0.8893617021276595	1	0.9628346456692913	0.926896551724138	0.8433203631647211	1	0.687939411448006	1	1	1	0.9271708683473389	0.8768909754825248	0.9272434506847438	0.8473988439306358	1	1	0.8651136036813344	1	1	0.922266139657444	1	1	0.8373222337842524	1	1	1	0.8643417053271476	0.8866410509275626	1	0.762897699461576	0.6941459165590365	1	0.9010585892464101	0.8697381504806099	0.18549660178370586	0.9397499052671466	1	0.9323650552785605	0.8866360146393286	0	1	0.927170868347339	1	0.9301388266905508	0.8662131519274376	1	0.8684859444353116	1	1	0.7618074945811393	0.9283417547083141	0.9301388266905508	0.6992303992303993	0.9038713910761155	1	0.8763185654008439	0.8784227820372399	0.9038713910761155	0.8488928821609655	0.9485737392975743	0.9449929478138223	1	0.9478354741090759	0.7641095495684292	0.8057450312878719	0.7641095495684292	1	1	0.8814459049544995	1	0.7870173636022612	0.7870173636022612	0.8834425079629125	1	0.9043653205963237	0.8895184135977338	1	0.8872494882820422	0.8973180076628352	0.8296304379455842	1	1	0.7567087276550999	0.7765593250287128	0.9789682539682539	1	0.6881309653495732	0.7920213486776954	0.9274217932411981	0.8285114567849214	1	0.7859522087503138	0.9139938712972421	0.999419309599287	0.9308041040324505	0.8304175239520335	0.8371145611634742	0.9211011246529575	0.8274141659636578	0.9180327868852459	0.9286585365853659	0.9197432531644967	0.8667146041297539	0.9026762746801588	0.9467106010680605	0.7915595700255308	0.787030442871441	0.9519079623789842	0.90219459791283	0.9323769014490664	0.8590253549591943	0.8598679098679098	0.9627329192546584	0.8681604785210043	0.9383501336232836	0.9787319422150882	0.8794708083158693	0.8806139028419091	0.8360319245378751	0.8477180896353308	0.9879249012044601	0.9875735292313073	0.8851418823042901	0.935928205032723	0.9136626629445276	0.8058143536490939	0.8963449126609282	0.9054643109486872	0.8458678370674464
TNFSF12:TNFRSF12A	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8038914490527393	0.7995529949111776	1	1	1	1	1	1	0.8812796208530805	1	1	1	1	1	1	0.6522284299409562	1	1	1	1	1	0.8638073734618545	1	1	1	1	1	0.8999129677980853	1	0.3281840808216091	1	1	1	1	1	1	1	1	1	1	1	1	1	0.6166632436503046	0.6979467769441796	0.8332251412052502	1	0.7271298868119677	0.8579903147699758	1	1	1	1	0.9398274773827057	1	0.8984623314148269	0.7001047760180983	1	1	1	0	0.7743432183403379	0.8839498708068511	0.912847106055537	1	0.9527828008840667	1	0.5320117463133227	0.7334196113092747	1	1	0.912847106055537	1	0.9600313479623824	0.7341305334111089	0.9078425821064553	0.9236395552954945	0.9600313479623824	1	1	0.7938805350826927	1	1	1	1	1	0.8166516715751617	0.814779862444481	0.9292604501607717	1	0.9373421717171717	0.9373421717171717	0.793312392488792	0.728156643523584	0.7442215824600736	0.9125678640542559	0.9067670426938489	0.8956843369624058	1	0.9176861785557437	0.8052417483776071	0.7607749530929045	0.9657730568200977	0.9301626349596829	0.8045609729053419	1	0.9490312965722802	1	0.8181674900352739	0.9518873960332694	0.8600018096252922	0.8547966520755637	0.9634161262694237	0.9785528917007111	1	1	1	0.9390686832547298	1	1	1	0.8227955924157463	0.844478433223022	0.8692547170791167	0.950053580580534	0.8601894731750964	0.8600455677518669	0.8398000951221913	0.9471027660004038	0.9505054945054945	1	1	0.8876360484362452	1	1	0.8584351352486957	1	1	0.9267332062988334	0.9646671061305209	0.9619831360595563	0.9615051762563729	0.8929643929643929	0.918010153914073	0.8863831296362564	0.948442047237216	1	1	1
