Pair	WNT5A:FZD6	NRG1:NETO2	EFNB1:EPHB2	EPHB2:EFNB3	WNT2:FZD4	VEGFA:EPHB2	CXCL12:CXCR4	CXCL12:ACKR3	CER1:MRC2	BMP8B:PLAUR	APLN:APLNR	WNT7B:FZD4	L1CAM:L1CAM	CKLF:LRP6	SIRPA:CD47	WNT2:FZD1	JAG1:NOTCH3	CXCL12:DPP4	DLL1:NOTCH1	COPA:SORT1	GRN:SORT1	VEGFA:NRP1	JAG1:NOTCH1	WNT7B:FZD1	PTN:PLXNB2	EFNA1:EPHA4	DLL1:NOTCH3	FGFR2:FGFR3	SEMA4G:PLXNB2	LEFTY2:TDGF1	LEFTY1:TDGF1	EPHA4:EFNB3	VEGFA:GRIN2B	APELA:APLNR	GAS6:MERTK	FN1:a3b1 complex	LAMC1:a7b1 complex	WNT2:FZD3	FGF3:FGFR3	SEMA6D:PlexinA1 complex1	NECTIN3:PVR	ERBB3:NRG1	NRG1:LSR	DLK1:NOTCH1	FGF3:FGFR4	FN1:aVb5 complex	L1CAM:a5b1 complex	EFNA1:EPHA2	EFNA5:EPHB2	FGFR1:NCAM1	EPHB2:EFNB2	SEMA3F:NRP2	FGF3:FGFR2	BMP7:SLAMF1	IGF2:IGF1R	WNT2:FZD2	DSC2:DSG2	GRN:TNFRSF1A	NRG1:LGR4	DLL3:NOTCH3	BMP2:BMR1A ACR2A	EFNB1:EPHB3	EPHB3:EFNB3	DLL3:NOTCH1	PTN:PTPRS	TIMP1:FGFR2	BMP7:BMPR1A BMPR2	WNT3:FZD1	PLXNB2:SEMA4D	EFNB1:EPHA4	PLXNB2:SEMA4C	VEGFA:KDR	WNT5A:FZD1	TNFSF12:TNFRSF12A	FGFR3:EPHA4	PROS1:TYRO3	VEGFA:FLT1	DLL1:NOTCH2	FGFR3:NECTIN1	JAG1:NOTCH2	DLK1:NOTCH2	FGF5:FGFR3	EPHB4:EFNB3	DLK1:NOTCH3	VEGFA:FLT1 complex	WNT5A:FZD3	BMP7:ACVR 1A2B receptor	NECTIN3:NECTIN2	WNT5A:FZD5	BMP7:PTPRK	BMP7:ACVR1 BMPR2	FGF3:FGFR1	FN1:a5b1 complex	FGFR4:EPHA4	FGFR2:NECTIN1	FN1:aVb1 complex	BMP7:ACVR 1A2A receptor	WNT5A:FZD2	BMP7:BMR1A ACR2A	IGF2:IGF2R	IGF2:IDE	TGFB1:TGFBR3	EFNA1:EPHA1	VEGFB:FLT1	VEGFB:FLT1 complex	NODAL:NODAL receptor	EFNB1:EPHB4	BMP2:BMPR1A BMPR2	GAS6:TYRO3	FAM3C:LAMP1	FGF10:FGFR2	EFNA2:EPHA4	EFNA5:EPHA4	FGFR2:XPR1	FGF8:FGFR3	WNT5A:ROR2	WNT5A:PTPRK	FGF5:FGFR4	ADGRL1:NRG1	FGF10:FGFR1	DLL3:NOTCH2	FGF5:FGFR2	VEGFB:NRP1	FGFR2:EPHA4	VEGFA:NRP2	NECTIN3:NECTIN1	TTR:DDR1	PLXNB1:SEMA4D	JAM3:JAM3	BMP4:BMR1A ACR2A	LAMC1:a6b1 complex	BMP4:BMR1A AVR2B	BMP4:BMPR1A BMPR2	EFNB2:EPHB4	FGF8:FGFR4	BMP2:SMO	EFNA4:EPHA4	EFNA3:EPHA4	RSPO3:LGR4	BMP2:BMR1A AVR2B	FGF8:FGFR2	PDGFA:PDGFRA	EFNB2:EPHA4	EFNA3:EPHA2	EFNB2:EPHB3	EFNA4:EPHA2	BMP7:BMR1A AVR2B	FGFR1:FGFR2	FAM3C:CXADR	EFNA2:EPHA2	EFNA3:EPHA1	EFNA5:EPHA2	WNT3:FZD7	MDK:LRP1	MDK:SORL1	FGF5:FGFR1	EFNA4:EPHA1	FGF8:FGFR1	EFNA5:EPHA1	CADM1:NECTIN3	EFNA2:EPHA1	CADM1:CADM1
WNT5A:FZD2	0.8031460674157304	1	1	1	1	1	1	1	0.8876523582405935	1	1	1	0.9313885647607935	1	1	0.9129379118973292	0.787894327529804	1	0.8890977443609023	1	1	1	0.891849032667301	1	1	1	0.7806871055480736	1	1	0.8482023239917977	0.8829129744385593	0.6753162470170765	0.8674242424242425	0.8356107660455486	1	0.9484781811514486	1	0.7835973706359268	0.8832041343669251	0.8933453507586	0.8626139817629179	1	1	0.881226626776365	0.9068905139561233	0.9053297276308206	0.7156603055620098	1	0.8122691600731561	0.8591836734693877	1	1	0.8973427208721326	0.9024553571428572	1	0.5295300023272911	1	1	1	0.788145827084133	0.9176348547717842	1	0.8283500398038146	0.8947797716150081	1	1	0.7619563288194294	0.763457046862781	1	1	0.734138911826773	0.846354363691086	0.8057450312878719	1	0.8836459554513482	1	0.8870875995449374	0.6069084809528039	0.9111922141119222	0.6094692328083843	1	1	0.8043245807932439	0.7259766984613304	0.8870875995449374	0.4466225206008925	0.7283933109864493	0.9367478309543801	0.691281121723047	0.8021026539395707	0.7283933109864493	0.6917854642484479	0.894925193001753	0.9071345029239767	0.927052527812984	0.8925651213765323	0.8156236055332441	0	0.8156236055332441	1	1	0.66179734372016	1	0.7787823241879533	0.7787823241879533	0.7806809830979015	1	0.8146822562911662	0.7475179698822273	1	0.9245179063360881	0.8120008088160955	0.684246708237435	1	0.9428209993674889	0.3892430351248464	0.7032897708583243	1	0.9018018018018019	0.5774986971383769	0.7188981380974173	1	0.7184591617778876	1	0.8387816722294739	0.6377652706618109	0.9982411426599233	0.9661310649023315	0.867107438016529	0.8678788230372384	0.8601598151633997	0.8207625517353537	0.8502616744839252	0.8035706870808881	0.9585340122012751	0.6936830602772062	0.7985294465902452	0.79955610876035	0.611305904404617	0.7234345365885455	0.9582871908453303	0.8640102117663345	0.8692479165223249	0.7814301345746507	0.8354753244201433	0.764156922358767	0.7836890083326572	0.9453115547489414	0.9527313266443701	0.8382539553164914	0.7166758299868751	0.6839556683362442	0.6388036656499746	0.9355779156589014	0.9651857104821481	0.8315377064529993	0.8249133413022812	0.8140960669331515	0.7302206110811522	0.8412803433937109	0.871421632475051	0.71560945085027
BMP7:BMR1A ACR2A	0.8390177353342428	0.8008620689655173	1	1	0.8196923076923077	1	1	1	1	1	0.9367277664630006	1	0.8862669245647969	1	1	0.6532615295266757	0.866235167206041	1	0.6376214705304304	0.9434328720563244	0.910108024691358	0.897537379067722	0.6475084373921255	1	1	1	0.8621236133122029	1	1	0.9804543053354463	1	0.859529233105543	1	1	1	0.9799442518186144	1	0.8501984126984127	0.7979402758145732	0.7222465036926283	0.7604512061787508	1	1	0.9238313174239947	0.7008241716937204	0.955987469409834	0.4724921509285962	1	1	0.9002695417789758	1	1	0.7231611465800418	1	0.9748216987248757	0.7094738719614267	1	0.9299248120300752	1	0.8835012594458438	1	0.9579118497109826	0.9089347079037801	0.7545074314447532	1	0.9378161888701517	0.5628660651563447	0.7555957221683391	1	0.9653273809523809	0.9271875	0.9063648296898477	0.7641095495684292	1	0.9228476821192053	0.8778825995807128	0.9324245939675174	0.5737346227186851	0.8803901437371663	0.5661639575683598	0.9376338329764454	1	0.7626776026866443	0.9255115089514067	0.9324245939675174	0.8961840628507295	0.5990780478923811	0.8897216352089179	0.6983868302459475	0.6739008306310387	0.5990780478923811	0.6955287213911325	0.9183593155318271	0.9334475864038847	1	0.916296237021589	0	0.8156236055332441	0	0.9783537718320326	0.9784707784707786	0.696954893339847	1	0.8145036404281093	0.8145036404281093	1	0.9638927630559428	1	1	0.9877310889182004	0.7005220633662682	0.8406458637871872	0.8406458637871872	1	0.9102063281113661	0.8226620535194544	0.6287110946611348	1	0.82973765912843	0.8806134462527156	0.6445225111354467	0.9671144306337439	0.7119826247585903	0.9363909363909364	0.8763715713249507	0.7373468114134233	1	0.8312914475705173	0.8287735312890732	0.5612091149717847	0.944681861348528	0.8736695216801899	0.7348120986782426	0.7559343952109611	0.8909244451393916	0.9052333561692608	0.9037898549033803	0.861666617868096	0.8167290862702706	0.8514872228356948	0.9067512711767872	0.9084157027409281	0.8309560187292573	0.7681316787707577	0.773480504757512	0.9480359344724326	0.6496781201539868	0.8778508690209701	0.9743674367436744	0.6909328573638529	0.7984592674872395	0.8058212798597414	0.7202443586894182	0.9813213616914326	0.9824427303443566	0.9418380884355788	1	0.906238618835226	0.7590774354897537	0.8289756833073739	0.7589691230056494	0.8910996420504119
IGF2:IGF2R	1	0.9613389121338912	0.8549105742077188	1	1	0.9247002398081534	1	1	1	1	0.8540747278611356	1	1	0.8989112504124052	1	1	1	1	1	0.7147028213764917	0.8099778371614599	0.8493073762409846	1	1	1	1	1	1	0.93725238248206455	1	1	1	0.9343614076710162	1	1	1	0.9344873181872821	1	1	1	0.9559998086948205	1	0.7593747908694736	0.862795391817769	1	1	1	1	1	1	1	1	1	0.9633353770692826	0.43262383528618453	1	0.9137883393202542	0.7224257753409801	0.8487044384145108	1	1	0.4358197077650437	1	1	1	1	0.9745822964806257	1	0.7863869820818857	0.3950394310396469	0.8777019576438722	0.8900129701686121	1	0.8166516715751617	0.8828137053209846	0.8327787836331056	0.7971405959257417	1	0.8837464515560258	1	0.7625690845880073	1	0.9671158487530169	0.8756688720363999	0.7971405959257417	1	0.98340046381057	0.9303955259079577	1	0.9583781844277001	0.98340046381057	1	1	0.894199315256512	0.9740096618357489	1	0.9783537718320326	1	0.9783537718320326	0	0.025355585637144996	1	1	0.9153248618641181	0.9153248618641181	1	0.2966561897610408	1	1	0.9286913580246914	1	1	1	0.9507989347536618	1	1	1	1	1	1	1	1	0.9401978121450207	0.9284330217141041	0.7753734035171578	0.9166615310022935	0.9616042747042639	1	1	1	0.8782330240342864	1	1	1	1	0.9147352068121358	0.9676899799892625	1	1	0.9177570737271245	1	1	0.9422539658278417	1	0.9855874553211115	1	0.9048714520035493	0.9603489961105856	0.7891450269168874	1	1	1	0.9392469242723146	1	1	1	0.9740066337236851	1	1	1	1	1
IGF2:IDE	1	0.9615480649188515	0.8685990338164251	1	1	0.9335215243472124	1	1	1	1	0.854630715123095	1	1	0.9004224894377642	1	1	1	1	1	0.729023129518762	0.8212843194074484	0.8508697034954281	1	1	1	1	1	1	0.9345397676496873	1	1	1	0.9419783292555052	1	1	1	0.9357387100577762	1	1	1	0.9540137958612416	1	0.7569036691366887	0.8643309028568117	1	1	1	1	1	1	1	1	1	0.9679081249329183	0.41932020820007276	1	0.9106017191977077	0.7206601901663915	0.85528550022516	1	1	0.45408122652359706	1	1	1	1	0.9733606557377049	1	0.7934353708325769	0.4068459410250996	0.8850933298998037	0.890382626680455	1	0.814779862444481	0.8840475790913821	0.8387096837246275	0.8060901255547627	1	0.8905830857320116	1	0.7612802837735075	1	0.9672869147659063	0.8833490009849095	0.8060901255547627	1	0.9825775044837304	0.9313530037214248	1	0.9590540063536886	0.9825775044837304	1	1	0.8953027111411486	0.9772880783519082	1	0.9784707784707786	1	0.9784707784707786	0.025355585637144996	0	1	1	0.9161883341821491	0.9161883341821491	1	0.31035160385067273	1	1	0.931204636084574	1	1	1	0.9515409836065574	1	1	1	1	1	1	1	1	0.9408435571885245	0.9292166949458422	0.7755591769196488	0.9213017010571021	0.9603672884003512	1	1	1	0.8845989348994084	1	1	1	1	0.9196386836202856	0.9681898995723416	1	1	0.922541477209995	1	1	0.9428780219484086	1	0.9858948318663959	1	0.9097223037390362	0.9610129198966408	0.7964152212652794	1	1	1	0.9426921592372407	1	1	1	0.9769429377739527	1	1	1	1	1
TGFB1:TGFBR3	0.8531433361274099	1	1	1	0.8356731875719218	1	1	1	1	1	1	1	0.9118440779610195	1	0.8601583113456465	0.8914829226113272	0.7221942800788954	1	0.8649885583524027	1	1	1	0.8679829655439412	1	1	1	0.7138776716241505	1	1	0.8913714869482195	1	0.8352788586251622	1	1	0.9067103109656302	0.9655775962660443	1	0.7182099018562563	0.665787821720025	0.9145720387711517	0.7105216722942157	1	1	1	0.7324839323823662	0.9327784762461474	0.5090151436808772	1	0.9075523202911738	0.8772136953955136	1	1	0.7101676589681835	0.8710153482880756	1	0.5271555210492518	1	1	1	0.7345502320518505	0.9062233589087809	1	0.9275956284153005	0.8754826254826255	1	1	0.5880341752936623	0.8852757544224766	1	1	1	0.932920536635707	0.8814459049544995	0.9292604501607717	0.8896690070210632	1	1	0.31481731472451113	1	0.3269282693856145	0.9038461538461539	0.9448068238835926	0.9162404092071611	1	1	0.7203052979116719	0.5320881964191535	0.6969811292848999	0.09237388330002685	0.5965537723504489	0.5320881964191535	0.5325124913297318	0.8563313962017894	0.9105418318593066	1	0.8525193651812794	0.696954893339847	0.66179734372016	0.696954893339847	1	1	0	1	0.89129011132940406	0.89129011132940406	0.9072317098882565	1	0.9242032730404824	0.8497819488868082	0.9794104636667069	0.7485122350234181	0.7890470060192756	0.6623129182680354	0.9247219846022242	0.7486515853115547	0.515002292278765	0.22445687924161525	0.9578947368421054	0.8078625865508497	0.8431189962097158	0.5248519063987531	0.9592044875063744	0.8481271949975471	0.91701244813278	0.9121324771882393	0.7415814663593521	0.9985355885270017	0.8924354338371956	0.8331859578135645	0.7911757288652994	0.9268130405854956	0.8503913054609122	0.7556657172059734	0.6831919085463636	0.8249462243834667	0.7894611032629834	0.7882934515959049	0.5739505434649672	0.6295225976530625	0.8092669117117631	0.8273429318948389	0.8773277549288218	0.8544832219058892	0.672200444584408	0.8267772546249854	0.8699844153610107	0.7482549253316116	0.8715009256833313	0.9576413959085439	0.75081940069763	0.7359387233818644	0.6726037413237691	0.6481014083436293	0.9391652053453359	0.9537395469249356	0.8860054347170272	0.8852651746939721	0.8008897866470027	0.7470205389480673	0.7800324489874011	0.8127999999987663	0.8718347145136908
EFNA1:EPHA1	1	1	1	1	1	1	1	1	1	0.8797927461139896	1	0.9326141078838173	1	1	1	1	1	1	1	1	1	1	1	0.8368099279131307	1	0.7627050183598532	1	0.858857417926254	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8044956051874218	1	1	1	1	1	0.5150689712868789	1	0.9258054018874065	1	1	1	0.8976833976833977	1	1	0.9521452145214521	1	1	0.7490095427109058	1	1	0.8914285714285715	0.7555742153748798	1	1	1	1	1	1	1	0.9642184557438794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9356299530972021	1	1	1	0.9389195825659914	0.7982658300751222	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0.9918835712286594	1	0.8736250285969045	1	0.8158953226956919	1	1	1	1	0.8318456458045487	1	0.8688822674724672	1	1	0.7984606091332489	1	1	1	0.8263355201499532	0.8474730376656351	0.8479693123686459	0.9227642276422765	0.7890170893597601	0.7585663563609493	0.6362420431745514	1	1	0.8239638008588241	0.8036303454111194	1	1	0.9704609116373822	0.9217529633036948	0.7902255209349085	0.704630542555214	0.7431583801703219	0.7387807278551027	0.8311191307913973	0.9017469174052829	0.8576852754923535	0.8175439869803126	0.759846534522905	1	1	1	1	1	0.8040026371535726	1	1	0.8166740213662823	0.6870085591556275	0.8863487836579588
VEGFB:FLT1	1	0.8744565217391305	1	0.882225237449118	1	1	0.8152753108348134	1	1	1	0.884240687679083	1	0.9088372093023256	0.8634565778159932	1	0.888295505117935	0.8891867739052725	1	0.8615023474178404	0.8976697061803445	0.851819248826291	0.6270460786645621	0.8645212554628525	1	1	1	0.8853754940711461	1	1	0.97421559490525	0.9752029107192836	0.6335470069317932	1	0.6276700613657136	1	1	1	0.8741666666666666	1	0.9172894867962132	1	1	0.9338223037172863	0.7055931270590956	1	0.9724892277096453	0.8734419942473634	1	1	0.7208217871934686	0.8941542718782428	0.8582333696837514	1	1	0.9505193023711543	0.858008658008658	1	0.7377572455233031	0.8703085085478482	0.8850325379609545	0.9114708233413269	0.8406234477544363	0.6839612382117936	0.8772189349112426	0.91270337922403	1	0.8897306397306397	0.7464229187495615	1	0.867765106590489	0.7316086811487714	0.762713696182928	0.7870173636022612	0.9373421717171717	0.5419697148943522	0.800401287325401	0.5477643095943749	0.8866630076838639	0.798146771592011	0.888641425389755	0.784558945939543	1	0.41326690866274873	0.7238640372576157	0.5477643095943749	0.7690791787290117	0.917685068127546	0.9383061383061383	0.8910496986239055	0.774167781374105	0.917685068127546	0.939427111840905	0.9792058123512464	0.6266486919907291	1	0.9784065040650406	0.8145036404281093	0.7787823241879533	0.8145036404281093	0.9153248618641181	0.9161883341821491	0.89129011132940406	1	0	0	0.9052507753181478	0.8646553210728658	0.9227280655852085	0.9315972222222223	1	1	0.7857353374594754	0.6485065258325882	0.9301056338028169	1	0.8293376609903221	0.9100271002710028	1	1	0.851638866469375	0.9156932453021839	1	0.3575217908543603	0.8223912660115106	0.5820413868376824	0.7451808819364244	0.9986893537226317	1	0.8302866035875468	0.929732868757259	0.8376641328200816	0.9306599832915623	0.9273310683276708	0.9363957597173145	1	0.8030613482126533	0.8041291666814163	0.9485590331577317	0.8875384068277482	0.8188945497030281	1	0.8066142884753299	0.6681514553314517	0.9377577802774653	0.9461827284105132	0.9320239373945067	0.8737391279754724	1	0.9112771019111923	0.9492537313432836	0.9459165942658557	0.8938447603670302	0.7565645911193891	0.9723869646845837	1	0.9080237175436888	0.9444966484996555	0.9175364791251255	0.8600796580449053	0.9211084969818086	0.9198069032710534	0.8662926094456835
VEGFB:FLT1 complex	1	0.8744565217391305	1	0.882225237449118	1	1	0.8152753108348134	1	1	1	0.884240687679083	1	0.9088372093023256	0.8634565778159932	1	0.888295505117935	0.8891867739052725	1	0.8615023474178404	0.8976697061803445	0.851819248826291	0.6270460786645621	0.8645212554628525	1	1	1	0.8853754940711461	1	1	0.97421559490525	0.9752029107192836	0.6335470069317932	1	0.6276700613657136	1	1	1	0.8741666666666666	1	0.9172894867962132	1	1	0.9338223037172863	0.7055931270590956	1	0.9724892277096453	0.8734419942473634	1	1	0.7208217871934686	0.8941542718782428	0.8582333696837514	1	1	0.9505193023711543	0.858008658008658	1	0.7377572455233031	0.8703085085478482	0.8850325379609545	0.9114708233413269	0.8406234477544363	0.6839612382117936	0.8772189349112426	0.91270337922403	1	0.8897306397306397	0.7464229187495615	1	0.867765106590489	0.7316086811487714	0.762713696182928	0.7870173636022612	0.9373421717171717	0.5419697148943522	0.800401287325401	0.5477643095943749	0.8866630076838639	0.798146771592011	0.888641425389755	0.784558945939543	1	0.41326690866274873	0.7238640372576157	0.5477643095943749	0.7690791787290117	0.917685068127546	0.9383061383061383	0.8910496986239055	0.774167781374105	0.917685068127546	0.939427111840905	0.9792058123512464	0.6266486919907291	1	0.9784065040650406	0.8145036404281093	0.7787823241879533	0.8145036404281093	0.9153248618641181	0.9161883341821491	0.89129011132940406	1	0	0	0.9052507753181478	0.8646553210728658	0.9227280655852085	0.9315972222222223	1	1	0.7857353374594754	0.6485065258325882	0.9301056338028169	1	0.8293376609903221	0.9100271002710028	1	1	0.851638866469375	0.9156932453021839	1	0.3575217908543603	0.8223912660115106	0.5820413868376824	0.7451808819364244	0.9986893537226317	1	0.8302866035875468	0.929732868757259	0.8376641328200816	0.9306599832915623	0.9273310683276708	0.9363957597173145	1	0.8030613482126533	0.8041291666814163	0.9485590331577317	0.8875384068277482	0.8188945497030281	1	0.8066142884753299	0.6681514553314517	0.9377577802774653	0.9461827284105132	0.9320239373945067	0.8737391279754724	1	0.9112771019111923	0.9492537313432836	0.9459165942658557	0.8938447603670302	0.7565645911193891	0.9723869646845837	1	0.9080237175436888	0.9444966484996555	0.9175364791251255	0.8600796580449053	0.9211084969818086	0.9198069032710534	0.8662926094456835
NODAL:NODAL receptor	1	1	1	1	1	1	1	1	0.8802271553949407	1	1	1	1	1	0.7546553932048459	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8428528256270776	1	0.8643025540275049	0.8351313969571231	0.8745519713261648	0.8645418326693227	0.8258863762664044	1	0.8428748451053284	1	1	1	1	1	0.9118669690098261	0.8618469918296608	1	1	1	1	0.9108625656668361	1	1	1	1	1	1	1	0.9044340627817392	1	1	1	0.28474406608256053	1	0.9295180722891566	1	1	1	1	0.8043596259814455	0.878966639544345	1	0.7358284077962395	0.9305037313432836	0.8834425079629125	0.793312392488792	0.7402508847018593	1	0.8882189239332097	1	0.9162844036697247	1	0.883535660091047	0.8433999045210818	0.9197038724373576	0.7379394305378941	0.8882189239332097	0.8595683712954502	1	0.9138608305274971	0.8921387790953008	1	1	1	1	0.7585256525182668	0.9313998145940935	1	1	0.7806809830979015	1	1	1	0.9072317098882565	1	0.9052507753181478	0.9052507753181478	0	1	0.14322017928867253	0.6497393861437583	0.9778877700024654	0.7455294877634616	1	0.7854102294554622	0.9085629188384214	0.8372949076535544	0.816897703191945	0.9091555555555555	0.7931441446748622	1	0.5835886955515024	1	0.8262124048473902	0.9340787554691299	0.9162805559993609	0.8107970009609353	0.9363894811656005	0.9893400497973754	1	1	1	0.586093735738509	1	1	1	0.7998837935820574	0.5582245026159042	0.8652840795531941	0.933416149068323	0.5582637523373866	0.6148043480085722	0.8284825536181722	0.852375646656555	1	1	1	0.6592565188149566	1	0.9453919035314384	0.8184408279940347	1	0.9453883495145631	0.6980125236755298	0.8155846748166323	0.9511659037797672	0.9497812156312315	0.8100039998010234	0.6597110271872142	0.7866304240679773	0.7534090338550696	1	1	0.8443848878885882
EFNB1:EPHB4	1	0.9354748603351956	0.8043165467625899	1	1	0.8877234803337306	1	1	1	1	0.8031954117165097	1	1	0.8457976849521891	1	1	1	1	1	0.6073890025379639	0.7190355848741057	0.7619550954655383	1	1	1	1	1	1	0.8945284377249819	1	1	1	0.9026392961876833	1	1	1	0.8940101127965772	1	1	1	0.9238536666114882	1	0.6805123213133225	0.7844228114203435	1	1	1	1	1	1	1	1	1	0.9432745209637641	0.5919746826054101	1	0.8676844783715013	0.5666098413729032	0.7506026421249106	1	1	0.2172889928232932	1	1	1	1	0.9539304123711341	1	0.6651810477660217	0.24721445823480023	0.8163967229069674	0.8963583016914048	1	0.728156643523584	0.8170133796716034	0.7205271868378531	0.6887894416441985	1	0.8119225282660962	1	0.6312572946096587	1	0.9464986910994765	0.8139270144940524	0.6887894416441985	1	0.9691609977324264	0.8981563639948733	1	0.9334480780263914	0.9691609977324264	1	1	0.8355496992666748	0.9595001505570612	1	0.9638927630559428	1	0.9638927630559428	0.2966561897610408	0.31035160385067273	1	1	0.8646553210728658	0.8646553210728658	1	0	1	1	0.9574639653260761	1	1	1	0.9245918367346938	1	1	1	1	1	1	1	1	0.9028492874826941	0.8861465231355072	0.6483984935691126	0.8670683419306995	0.9789448965399726	1	1	1	0.8129476110666115	1	1	1	1	0.8753166194654324	0.9497761930050831	1	1	0.8807001529452597	1	1	0.9087085931927094	1	0.9748313701802074	1	0.8543678213649433	0.9404671717171718	0.6964310618733296	1	1	1	0.9095413105413106	1	1	1	0.9619939955791627	1	1	1	1	1
BMP2:BMPR1A BMPR2	1	1	1	1	1	1	1	1	0.8590930787589499	1	1	1	1	1	0.8102803204387625	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8744870866521843	1	0.8321931165431176	0.8590277777777778	0.8927696078431372	0.8902340597255852	0.8696637475191075	1	0.8367768595041323	1	1	1	1	1	0.8865313653136531	0.8852206109225548	1	1	1	1	0.9249322106464964	1	1	1	1	1	1	1	0.8782780801583375	1	1	1	0.23514176086830826	1	0.9450704225352112	1	1	1	1	0.834377520919133	0.8886601796407185	1	0.7757811073825619	0.9126733921815889	0.9043653205963237	0.7442215824600736	0.785659969028839	1	0.9082254379284083	1	0.929126213592233	1	0.8867438867438867	0.799742305604937	0.9366576819407008	0.7776604832645726	0.9082254379284083	0.8877849520467928	1	0.8962148962148961	0.9036198090162115	1	1	1	1	0.791492280371819	0.9422712582191016	1	1	0.8146822562911662	1	1	1	0.9242032730404824	1	0.9227280655852085	0.9227280655852085	0.14322017928867253	1	0	0.7249389890628525	0.9688229862582153	0.7721849723950088	1	0.8142169178025751	0.9076630778974033	0.7990330801976595	0.8547924637091304	0.9249081557678178	0.7471066444404645	1	0.5651282777739682	1	0.7855684477005479	0.9473193473193473	0.9306603149397908	0.821226992402327	0.9455596107055961	0.9859514487699997	1	1	1	0.6084356229233037	1	1	1	0.7620212654816833	0.4983491810713541	0.8521981105546493	0.9447536590393734	0.5263784804895295	0.5677701698093918	0.7941811821821255	0.8795937807001042	1	1	1	0.7164006519289762	1	0.9403021148036254	0.7913874738179872	1	0.9526515151515151	0.7510982153583847	0.8167123467536676	0.9345067877408483	0.935290369075942	0.7653858777440826	0.694969230580573	0.7427251749707381	0.7952044242664101	1	1	0.8516104292275409
GAS6:TYRO3	1	1	1	1	1	1	1	1	0.9332105586249233	1	1	1	1	1	0.6635705007937653	1	0.8597785977859779	1	1	1	1	1	1	1	1	1	0.8630630630630631	1	0.9101123595505619	0.9693053311793215	0.9341895842564506	0.9185277088502896	0.8542336548767416	0.8914600550964188	0.6269491525423729	0.9842942756767927	1	0.8473895582329317	1	1	1	1	0.963404174211379	0.9254493850520341	1	0.9867757090655995	1	1	0.6784607231033725	1	1	1	1	0.9020408163265305	1	0.9236308825992295	0.959425190194421	1	1	0.9206128133704735	0.7969159984603374	1	0.8857308584686775	1	1	1	1	0.904368932038835	1	1	0.8199581371009943	0.9717765042979942	0.8895184135977338	0.9125678640542559	0.8414183601830635	1	0.9274668630338734	0.9129770992366412	0.8794326241134751	0.9112149532710281	0.9470884658454647	0.9387100697747904	0.8971816283924844	0.818444943993671	0.9274668630338734	0.6009104907524248	0.9045825486503453	0.9637618636755825	0.8622049356223176	1	0.9045825486503453	0.968134171907757	0.9895295171178619	0.8782169437846398	0.8916091232475414	0.9895186870776445	1	0.7475179698822273	1	1	1	0.8497819488868082	1	0.9315972222222223	0.9315972222222223	0.6497393861437583	1	0.7249389890628525	0	0.9921970251158254	0.8192663476874003	1	0.892080727964525	0.9588235294117646	0.930985866223511	0.5197558176001034	0.8701149425287356	0.9538972332765839	1	0.7449287821684185	0.9492600422832982	0.955595085274161	0.9331750339213026	0.9518041565727401	0.9593898165326737	0.8663749961622301	0.9973825894428012	0.9191121143717081	0.9445255474452554	1	0.8537695063184543	0.9633558341369334	1	0.9401417694933053	0.9506786716134287	0.789206301345017	0.9386721344285195	0.9208761872165655	0.7921037968473371	0.8141539749247423	0.9497947478613854	0.9189190257543424	1	0.9644804486680167	0.9401260504201681	0.7908498405093478	0.9709090909090909	1	0.9447780729106517	0.947313691507799	0.9228188051315299	0.6835023172428403	0.8414179584529763	0.9747192318634218	0.9807060385485686	0.9099409059169123	0.7881315701278528	0.9064213182384505	0.7634665332741277	0.9710843373493977	0.9695817490494296	0.9229017195732903
